experiment_id,feature_set_id,feature_category,feature_type,transformation_method,aggregation_level,feature_name,feature_value,feature_importance,mutual_information,stability_metric,variance_ratio,pca_component_1,pca_component_2,pca_component_3,pca_explained_variance_ratio,interaction_effect_ab,interaction_effect_ac,interaction_effect_bc,temporal_lag_1,temporal_lag_2,temporal_lag_3,rolling_mean_7d,rolling_std_7d,rolling_mean_30d,rolling_std_30d,seasonal_component,trend_component,residual_component,outlier_score,quality_indicator,normalization_method,scaling_factor,feature_rank,percentile_rank,correlation_target,correlation_features,statistical_significance,p_value_feature,confidence_interval_lower,confidence_interval_upper,algorithm_type,model_performance_impact,feature_selection_method,dimensionality_reduction_method,engineering_complexity,computation_cost_ms,memory_usage_mb,validation_stability,cross_validation_consistency,environment_robustness,data_quality_condition,condition_param,purpose_category,style_condition,visualization_complexity,metadata_context
advanced_figregistry_demo_2024_001,FEAT_001,demographic,categorical,one_hot_encoding,individual,age_group_25_34,0.34,0.82,0.45,0.91,0.15,2.31,-1.45,0.67,0.23,0.12,-0.08,0.15,0.34,0.29,0.31,0.33,0.07,0.32,0.06,0.45,0.67,-0.12,0.15,excellent,min_max_scaling,1.0,1,95.5,0.67,0.23,significant,0.003,0.61,0.73,ensemble,high,recursive_feature_elimination,pca,high,45.2,12.8,0.94,0.89,0.87,training.data.transformed,training.model.champion,presentation,experiment.treatment.group_c,complex,enterprise_ml_showcase
advanced_figregistry_demo_2024_002,FEAT_002,demographic,categorical,one_hot_encoding,individual,age_group_35_44,0.28,0.78,0.41,0.88,0.14,1.89,-0.92,0.45,0.21,0.09,-0.06,0.12,0.28,0.25,0.27,0.29,0.06,0.28,0.05,0.41,0.58,-0.10,0.12,excellent,min_max_scaling,1.0,2,92.3,0.58,0.19,significant,0.005,0.52,0.64,ensemble,high,recursive_feature_elimination,pca,high,45.2,12.8,0.91,0.86,0.84,training.data.transformed,training.model.champion,presentation,experiment.treatment.group_c,complex,enterprise_ml_showcase
advanced_figregistry_demo_2024_003,FEAT_003,behavioral,numerical,polynomial_features,individual,purchase_frequency_squared,156.78,0.94,0.67,0.96,0.22,4.12,-2.34,1.23,0.31,0.18,-0.11,0.23,0.67,0.58,0.62,0.65,0.14,0.64,0.12,0.78,0.89,-0.18,0.23,excellent,standard_scaling,2.1,3,98.7,0.89,0.34,significant,0.001,0.83,0.95,ensemble,very_high,mutual_info_selection,pca,very_high,89.5,25.6,0.98,0.94,0.92,training.data.transformed,training.model.champion,publication,experiment.treatment.group_c,very_complex,enterprise_ml_showcase
advanced_figregistry_demo_2024_004,FEAT_004,behavioral,numerical,polynomial_features,individual,engagement_duration_cubed,2847.92,0.91,0.63,0.93,0.21,3.78,-2.01,1.09,0.29,0.16,-0.09,0.21,0.63,0.54,0.58,0.61,0.13,0.60,0.11,0.74,0.85,-0.16,0.21,excellent,standard_scaling,3.2,4,97.2,0.85,0.31,significant,0.001,0.79,0.91,ensemble,very_high,mutual_info_selection,pca,very_high,89.5,25.6,0.95,0.91,0.89,training.data.transformed,training.model.champion,publication,experiment.treatment.group_c,very_complex,enterprise_ml_showcase
advanced_figregistry_demo_2024_005,FEAT_005,financial,numerical,log_transformation,individual,transaction_amount_log,3.45,0.87,0.58,0.89,0.19,3.23,-1.78,0.94,0.26,0.14,-0.08,0.18,0.58,0.49,0.53,0.56,0.12,0.55,0.10,0.69,0.80,-0.14,0.18,excellent,robust_scaling,1.8,5,95.8,0.80,0.27,significant,0.002,0.74,0.86,ensemble,high,variance_threshold,pca,high,67.3,18.9,0.92,0.88,0.85,training.data.transformed,training.model.champion,presentation,experiment.treatment.group_c,complex,enterprise_ml_showcase
advanced_figregistry_demo_2024_006,FEAT_006,financial,numerical,log_transformation,individual,credit_score_log,6.23,0.84,0.54,0.86,0.18,2.89,-1.45,0.82,0.24,0.12,-0.07,0.16,0.54,0.45,0.49,0.52,0.11,0.51,0.09,0.65,0.76,-0.12,0.16,excellent,robust_scaling,1.6,6,93.4,0.76,0.24,significant,0.004,0.70,0.82,ensemble,high,variance_threshold,pca,high,67.3,18.9,0.89,0.85,0.82,training.data.transformed,training.model.champion,presentation,experiment.treatment.group_c,complex,enterprise_ml_showcase
advanced_figregistry_demo_2024_007,FEAT_007,interaction,numerical,feature_interaction,pairwise,age_income_interaction,2847.65,0.79,0.49,0.82,0.16,2.45,-1.12,0.68,0.21,0.09,-0.05,0.14,0.49,0.40,0.44,0.47,0.10,0.46,0.08,0.58,0.69,-0.10,0.14,excellent,quantile_uniform,1.4,7,89.6,0.69,0.20,significant,0.007,0.63,0.75,gradient_boosting,medium,chi2_selection,ica,medium,34.7,9.8,0.85,0.81,0.78,training.data.cleaned,training.model.candidate,exploratory,experiment.treatment.group_b,moderate,advanced_analytics
advanced_figregistry_demo_2024_008,FEAT_008,interaction,numerical,feature_interaction,pairwise,tenure_satisfaction_interaction,8.97,0.76,0.46,0.79,0.15,2.12,-0.89,0.56,0.19,0.08,-0.04,0.12,0.46,0.37,0.41,0.44,0.09,0.43,0.07,0.55,0.66,-0.09,0.12,excellent,quantile_uniform,1.3,8,87.1,0.66,0.18,significant,0.009,0.60,0.72,gradient_boosting,medium,chi2_selection,ica,medium,34.7,9.8,0.82,0.78,0.75,training.data.cleaned,training.model.candidate,exploratory,experiment.treatment.group_b,moderate,advanced_analytics
advanced_figregistry_demo_2024_009,FEAT_009,temporal,numerical,rolling_statistics,weekly,purchase_rolling_mean_7d,45.23,0.73,0.42,0.75,0.14,1.89,-0.67,0.45,0.17,0.07,-0.03,0.10,0.42,0.33,0.37,0.40,0.08,0.39,0.06,0.51,0.62,-0.08,0.10,good,power_transformer,1.1,9,84.3,0.62,0.16,significant,0.012,0.56,0.68,gradient_boosting,medium,f_regression,ica,medium,34.7,9.8,0.78,0.74,0.71,training.data.cleaned,training.model.candidate,exploratory,experiment.treatment.group_b,moderate,advanced_analytics
advanced_figregistry_demo_2024_010,FEAT_010,temporal,numerical,rolling_statistics,weekly,engagement_rolling_std_7d,8.76,0.71,0.39,0.72,0.13,1.67,-0.45,0.34,0.15,0.06,-0.02,0.08,0.39,0.30,0.34,0.37,0.07,0.36,0.05,0.48,0.59,-0.07,0.08,good,power_transformer,1.0,10,81.7,0.59,0.14,significant,0.015,0.53,0.65,gradient_boosting,medium,f_regression,ica,medium,34.7,9.8,0.75,0.71,0.68,training.data.cleaned,training.model.candidate,exploratory,experiment.treatment.group_b,moderate,advanced_analytics
advanced_figregistry_demo_2024_011,FEAT_011,temporal,numerical,rolling_statistics,monthly,transaction_rolling_mean_30d,178.94,0.68,0.36,0.69,0.12,1.45,-0.23,0.23,0.13,0.05,-0.01,0.06,0.36,0.27,0.31,0.34,0.06,0.33,0.04,0.45,0.56,-0.06,0.06,good,yeo_johnson,0.9,11,78.9,0.56,0.12,marginally_significant,0.018,0.50,0.62,random_forest,low,f_classif,nmf,low,23.1,6.5,0.71,0.67,0.64,training.data.raw,training.model.baseline,exploratory,experiment.control,simple,standard_visualization
advanced_figregistry_demo_2024_012,FEAT_012,temporal,numerical,rolling_statistics,monthly,revenue_rolling_std_30d,34.58,0.65,0.33,0.66,0.11,1.23,-0.01,0.12,0.11,0.04,0.00,0.04,0.33,0.24,0.28,0.31,0.05,0.30,0.03,0.42,0.53,-0.05,0.04,good,yeo_johnson,0.8,12,76.2,0.53,0.10,marginally_significant,0.021,0.47,0.59,random_forest,low,f_classif,nmf,low,23.1,6.5,0.68,0.64,0.61,training.data.raw,training.model.baseline,exploratory,experiment.control,simple,standard_visualization
advanced_figregistry_demo_2024_013,FEAT_013,dimensionality_reduction,numerical,principal_component_analysis,component,pca_component_1_normalized,2.31,0.96,0.71,0.98,0.25,2.31,0.00,0.00,0.45,0.00,0.00,0.00,0.71,0.71,0.71,0.71,0.00,0.71,0.00,0.85,1.00,0.00,0.00,excellent,standard_scaling,1.0,1,99.8,1.00,0.00,significant,0.0001,0.95,1.00,ensemble,very_high,pca_selection,pca,very_high,145.8,42.3,0.99,0.97,0.95,training.data.transformed,training.model.champion,publication,result.significant.p001,very_complex,publication_quality
advanced_figregistry_demo_2024_014,FEAT_014,dimensionality_reduction,numerical,principal_component_analysis,component,pca_component_2_normalized,-1.45,0.92,0.65,0.94,0.23,0.00,-1.45,0.00,0.32,0.00,0.00,0.00,0.65,0.65,0.65,0.65,0.00,0.65,0.00,0.79,0.94,0.00,0.00,excellent,standard_scaling,1.0,2,98.5,0.94,0.00,significant,0.0001,0.89,0.99,ensemble,very_high,pca_selection,pca,very_high,145.8,42.3,0.96,0.94,0.92,training.data.transformed,training.model.champion,publication,result.significant.p001,very_complex,publication_quality
advanced_figregistry_demo_2024_015,FEAT_015,dimensionality_reduction,numerical,principal_component_analysis,component,pca_component_3_normalized,0.67,0.88,0.59,0.90,0.20,0.00,0.00,0.67,0.23,0.00,0.00,0.00,0.59,0.59,0.59,0.59,0.00,0.59,0.00,0.72,0.90,0.00,0.00,excellent,standard_scaling,1.0,3,96.8,0.90,0.00,significant,0.0002,0.84,0.96,ensemble,very_high,pca_selection,pca,very_high,145.8,42.3,0.93,0.91,0.88,training.data.transformed,training.model.champion,publication,result.significant.p001,very_complex,publication_quality
advanced_figregistry_demo_2024_016,FEAT_016,advanced_interaction,numerical,three_way_interaction,triplet,age_income_tenure_interaction,12847.92,0.85,0.52,0.87,0.17,2.89,0.00,0.00,0.00,0.23,-0.11,0.18,0.52,0.52,0.52,0.52,0.00,0.52,0.00,0.67,0.87,0.00,0.00,excellent,robust_scaling,2.3,4,94.1,0.87,0.00,significant,0.003,0.81,0.93,ensemble,high,rfe_cv,lda,high,78.4,22.1,0.90,0.87,0.84,training.data.transformed,training.model.candidate,presentation,experiment.treatment.group_a,complex,sophisticated_modeling
advanced_figregistry_demo_2024_017,FEAT_017,advanced_interaction,numerical,three_way_interaction,triplet,satisfaction_frequency_amount_interaction,847.65,0.82,0.48,0.84,0.16,2.56,0.00,0.00,0.00,0.20,-0.09,0.15,0.48,0.48,0.48,0.48,0.00,0.48,0.00,0.63,0.84,0.00,0.00,excellent,robust_scaling,2.1,5,91.7,0.84,0.00,significant,0.004,0.78,0.90,ensemble,high,rfe_cv,lda,high,78.4,22.1,0.87,0.84,0.81,training.data.transformed,training.model.candidate,presentation,experiment.treatment.group_a,complex,sophisticated_modeling
advanced_figregistry_demo_2024_018,FEAT_018,time_series_decomposition,numerical,seasonal_decomposition,seasonal,seasonal_purchase_pattern,0.45,0.77,0.44,0.79,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.44,0.44,0.44,0.00,0.44,0.45,0.00,0.00,0.15,seasonal,min_max_scaling,1.0,13,83.4,0.79,0.15,significant,0.008,0.73,0.85,gradient_boosting,medium,selectkbest,fastica,medium,56.7,16.2,0.83,0.79,0.76,training.data.cleaned,training.model.candidate,presentation,temporal_split,moderate,time_series_analysis
advanced_figregistry_demo_2024_019,FEAT_019,time_series_decomposition,numerical,trend_analysis,trend,long_term_engagement_trend,0.67,0.74,0.41,0.76,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.41,0.41,0.41,0.00,0.41,0.00,0.67,0.00,0.09,trend,min_max_scaling,1.0,14,80.6,0.76,0.14,significant,0.011,0.70,0.82,gradient_boosting,medium,selectkbest,fastica,medium,56.7,16.2,0.80,0.76,0.73,training.data.cleaned,training.model.candidate,presentation,temporal_split,moderate,time_series_analysis
advanced_figregistry_demo_2024_020,FEAT_020,outlier_detection,numerical,isolation_forest,individual,outlier_score_normalized,0.15,0.69,0.37,0.71,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.37,0.37,0.37,0.00,0.37,0.00,0.00,0.00,0.15,outlier,min_max_scaling,1.0,15,77.3,0.71,0.13,marginally_significant,0.023,0.65,0.77,random_forest,low,univariate_selection,truncated_svd,low,12.4,3.8,0.75,0.71,0.68,training.data.cleaned,training.model.baseline,monitoring,quality_status,simple,quality_control
advanced_figregistry_demo_2024_021,FEAT_021,statistical_features,numerical,entropy_calculation,individual,information_entropy,2.84,0.66,0.34,0.68,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.34,0.34,0.34,0.00,0.34,0.00,0.00,0.00,0.12,statistical,standard_scaling,1.0,16,74.8,0.68,0.12,marginally_significant,0.026,0.62,0.74,random_forest,low,univariate_selection,truncated_svd,low,12.4,3.8,0.72,0.68,0.65,training.data.cleaned,training.model.baseline,monitoring,quality_status,simple,quality_control
advanced_figregistry_demo_2024_022,FEAT_022,statistical_features,numerical,kurtosis_calculation,individual,distribution_kurtosis,1.23,0.63,0.31,0.65,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.31,0.31,0.31,0.00,0.31,0.00,0.00,0.00,0.11,statistical,standard_scaling,1.0,17,71.9,0.65,0.11,marginally_significant,0.029,0.59,0.71,random_forest,low,univariate_selection,truncated_svd,low,12.4,3.8,0.69,0.65,0.62,training.data.cleaned,training.model.baseline,monitoring,quality_status,simple,quality_control
advanced_figregistry_demo_2024_023,FEAT_023,statistical_features,numerical,skewness_calculation,individual,distribution_skewness,0.89,0.61,0.28,0.62,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.28,0.28,0.28,0.00,0.28,0.00,0.00,0.00,0.10,statistical,standard_scaling,1.0,18,69.2,0.62,0.10,not_significant,0.034,0.56,0.68,logistic_regression,very_low,filter_method,none,very_low,8.7,2.1,0.66,0.62,0.59,training.data.raw,training.model.baseline,exploratory,result.not_significant,basic,basic_statistics
advanced_figregistry_demo_2024_024,FEAT_024,clustering_features,numerical,kmeans_clustering,cluster,cluster_assignment_0,0.23,0.58,0.25,0.59,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.00,0.25,0.00,0.00,0.00,0.09,cluster,one_hot_encoding,1.0,19,66.7,0.59,0.09,not_significant,0.038,0.53,0.65,logistic_regression,very_low,filter_method,none,very_low,8.7,2.1,0.63,0.59,0.56,training.data.raw,training.model.baseline,exploratory,result.not_significant,basic,basic_statistics
advanced_figregistry_demo_2024_025,FEAT_025,clustering_features,numerical,kmeans_clustering,cluster,cluster_assignment_1,0.34,0.55,0.22,0.56,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.22,0.22,0.00,0.22,0.00,0.00,0.00,0.08,cluster,one_hot_encoding,1.0,20,63.8,0.56,0.08,not_significant,0.042,0.50,0.62,logistic_regression,very_low,filter_method,none,very_low,8.7,2.1,0.60,0.56,0.53,training.data.raw,training.model.baseline,exploratory,result.not_significant,basic,basic_statistics
advanced_figregistry_demo_2024_026,FEAT_026,clustering_features,numerical,kmeans_clustering,cluster,cluster_assignment_2,0.43,0.52,0.19,0.53,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.19,0.19,0.00,0.19,0.00,0.00,0.00,0.07,cluster,one_hot_encoding,1.0,21,61.1,0.53,0.07,not_significant,0.045,0.47,0.59,logistic_regression,very_low,filter_method,none,very_low,8.7,2.1,0.57,0.53,0.50,training.data.raw,training.model.baseline,exploratory,result.not_significant,basic,basic_statistics
advanced_figregistry_demo_2024_027,FEAT_027,embedding_features,numerical,word2vec_embedding,dense,text_embedding_dim_1,1.45,0.49,0.16,0.50,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.16,0.16,0.00,0.16,0.00,0.00,0.00,0.06,embedding,standard_scaling,1.0,22,58.4,0.50,0.06,not_significant,0.049,0.44,0.56,neural_network,very_low,embedded_selection,autoencoder,low,45.9,13.7,0.54,0.50,0.47,training.data.raw,training.model.baseline,exploratory,training.environment.development,basic,neural_network_features
advanced_figregistry_demo_2024_028,FEAT_028,embedding_features,numerical,word2vec_embedding,dense,text_embedding_dim_2,-0.78,0.46,0.13,0.47,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.13,0.13,0.00,0.13,0.00,0.00,0.00,0.05,embedding,standard_scaling,1.0,23,55.9,0.47,0.05,not_significant,0.052,0.41,0.53,neural_network,very_low,embedded_selection,autoencoder,low,45.9,13.7,0.51,0.47,0.44,training.data.raw,training.model.baseline,exploratory,training.environment.development,basic,neural_network_features
advanced_figregistry_demo_2024_029,FEAT_029,embedding_features,numerical,word2vec_embedding,dense,text_embedding_dim_3,0.92,0.43,0.10,0.44,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.10,0.00,0.10,0.00,0.00,0.00,0.04,embedding,standard_scaling,1.0,24,53.2,0.44,0.04,not_significant,0.056,0.38,0.50,neural_network,very_low,embedded_selection,autoencoder,low,45.9,13.7,0.48,0.44,0.41,training.data.raw,training.model.baseline,exploratory,training.environment.development,basic,neural_network_features
advanced_figregistry_demo_2024_030,FEAT_030,frequency_encoding,numerical,target_encoding,categorical,category_frequency_encoded,45.7,0.41,0.07,0.41,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.07,0.00,0.07,0.00,0.00,0.00,0.03,frequency,target_encoding,1.0,25,50.7,0.41,0.03,not_significant,0.061,0.35,0.47,logistic_regression,negligible,filter_method,none,very_low,5.2,1.4,0.45,0.41,0.38,training.data.raw,training.model.baseline,exploratory,training.environment.development,basic,categorical_features
advanced_figregistry_demo_2024_031,FEAT_031,ensemble_features,numerical,feature_stacking,ensemble,stacked_prediction_lr,0.78,0.38,0.04,0.38,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.04,0.00,0.04,0.00,0.00,0.00,0.02,ensemble,no_scaling,1.0,26,48.1,0.38,0.02,not_significant,0.065,0.32,0.44,ensemble,negligible,ensemble_selection,ensemble_stacking,medium,67.8,19.5,0.42,0.38,0.35,training.data.raw,training.model.baseline,exploratory,training.environment.development,basic,ensemble_meta_features
advanced_figregistry_demo_2024_032,FEAT_032,ensemble_features,numerical,feature_stacking,ensemble,stacked_prediction_rf,0.82,0.35,0.01,0.35,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.01,ensemble,no_scaling,1.0,27,45.6,0.35,0.01,not_significant,0.069,0.29,0.41,ensemble,negligible,ensemble_selection,ensemble_stacking,medium,67.8,19.5,0.39,0.35,0.32,training.data.raw,training.model.baseline,exploratory,training.environment.development,basic,ensemble_meta_features
advanced_figregistry_demo_2024_033,FEAT_033,advanced_statistical,numerical,mutual_information_continuous,individual,mi_continuous_target,0.67,0.93,0.68,0.95,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.68,0.68,0.68,0.00,0.68,0.00,0.00,0.00,0.24,mutual_info,min_max_scaling,1.0,3,97.3,0.95,0.24,significant,0.0009,0.89,1.00,ensemble,very_high,mutual_info_regression,pca,very_high,123.5,35.7,0.97,0.95,0.92,training.data.transformed,training.model.champion,publication,result.significant.p001,very_complex,statistical_significance
advanced_figregistry_demo_2024_034,FEAT_034,advanced_statistical,numerical,mutual_information_discrete,individual,mi_discrete_target,0.58,0.89,0.62,0.91,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.62,0.62,0.62,0.00,0.62,0.00,0.00,0.00,0.22,mutual_info,min_max_scaling,1.0,4,95.1,0.91,0.22,significant,0.001,0.85,0.97,ensemble,very_high,mutual_info_classif,pca,very_high,123.5,35.7,0.94,0.91,0.88,training.data.transformed,training.model.champion,publication,result.significant.p001,very_complex,statistical_significance
advanced_figregistry_demo_2024_035,FEAT_035,stability_analysis,numerical,cross_validation_stability,ensemble,cv_stability_metric,0.96,0.87,0.56,0.89,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.56,0.56,0.56,0.00,0.56,0.00,0.00,0.00,0.20,stability,no_scaling,1.0,5,92.7,0.89,0.20,significant,0.002,0.83,0.95,ensemble,high,stability_selection,pca,high,89.3,26.1,0.92,0.89,0.86,training.data.transformed,training.model.candidate,presentation,experiment.treatment.group_a,complex,model_robustness
advanced_figregistry_demo_2024_036,FEAT_036,stability_analysis,numerical,bootstrap_stability,ensemble,bootstrap_stability_metric,0.91,0.84,0.53,0.86,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.53,0.53,0.53,0.00,0.53,0.00,0.00,0.00,0.19,stability,no_scaling,1.0,6,90.2,0.86,0.19,significant,0.003,0.80,0.92,ensemble,high,stability_selection,pca,high,89.3,26.1,0.89,0.86,0.83,training.data.transformed,training.model.candidate,presentation,experiment.treatment.group_a,complex,model_robustness
