experiment_id,env_type,deployment_stage,experiment_tier,treatment_protocol,measurement_category,analysis_phase,performance_score,baseline_performance,effect_size,statistical_significance,p_value,confidence_level,sample_size,error_variance,model_algorithm,hyperparameter_config,training_duration_minutes,inference_latency_ms,memory_usage_mb,cpu_utilization_percent,throughput_ops_per_second,accuracy_score,precision_score,recall_score,f1_score,roc_auc_score,validation_loss,training_loss,learning_rate,batch_size,epoch_count,early_stopping_patience,data_quality_score,feature_importance_variance,drift_detection_score,anomaly_detection_rate,prediction_confidence,calibration_error,feature_count,missing_value_rate,outlier_detection_rate,normalization_method,feature_selection_method,cross_validation_folds,random_seed,condition_id,style_condition,hierarchical_condition,environment_condition,statistical_condition,performance_condition,model_condition,quality_condition,experimental_group,control_group_performance,treatment_effect_magnitude,confidence_interval_lower,confidence_interval_upper,statistical_power,alpha_level,beta_level,cohen_d,hedges_g,glass_delta,pearson_correlation,spearman_correlation,kendall_tau,regression_r_squared,mean_absolute_error,mean_squared_error,root_mean_squared_error,median_absolute_error,explained_variance_score,max_error,validation_r2_score,cross_val_mean_score,cross_val_std_score,feature_selection_score,dimensionality_reduction_variance,principal_component_variance,cluster_silhouette_score,davies_bouldin_score,calinski_harabasz_score,adjusted_rand_score,normalized_mutual_info,homogeneity_score,completeness_score,v_measure_score,deployment_success_rate,model_update_frequency_days,monitoring_alert_frequency,performance_degradation_rate,latency_percentile_95,latency_percentile_99,error_rate_percent,availability_percent,scalability_factor,resource_efficiency_score,cost_optimization_score,security_compliance_score,data_privacy_score,model_interpretability_score,fairness_bias_score,robustness_adversarial_score,governance_compliance_score,audit_trail_completeness,change_management_score,documentation_quality_score,team_collaboration_score,knowledge_transfer_score,training_effectiveness_score,skill_development_score,process_maturity_score,automation_coverage_score,ci_cd_pipeline_efficiency,testing_coverage_score,code_quality_score,technical_debt_ratio,maintenance_overhead_ratio,innovation_adoption_rate
EXP_DEV_001,development,initial,baseline,algorithm_enhancement,model_performance,training,0.7245,0.6890,0.0355,significant,0.0234,0.85,1000,0.0456,logistic_regression,{"C": 0.01, "solver": "lbfgs"},15.2,45.3,512,23.4,156.7,0.7245,0.7123,0.7368,0.7245,0.7892,0.2145,0.1987,0.001,32,50,10,0.8934,0.2134,0.0123,0.0234,0.8456,0.0345,45,0.0234,0.0345,standard_scaler,mutual_info,5,42,dev_test_basic,training.model.baseline.development,training.model.baseline.development,development,result.significant.p05,performance_target,baseline,training.data.cleaned,control,0.6890,0.0355,0.0123,0.0587,0.8234,0.05,0.2,0.3456,0.3234,0.3567,0.6723,0.6456,0.5234,0.5267,0.0234,0.0456,0.2134,0.0189,0.5123,0.0987,0.5234,0.7123,0.0456,0.6789,0.1234,0.8567,0.7234,0.6345,234.5,0.8234,0.6789,0.9567,0.9234,0.8456,0.7234,95.6,98.7,0.5,99.2,1.2,0.8567,0.7834,0.9123,0.8456,0.8234,0.7123,0.8567,0.9234,0.8456,0.9123,0.8234,0.7456,0.8567,0.9123,0.8234,0.7456,0.8567,0.7234,0.8456,0.1234,0.0567,0.8234
EXP_DEV_002,development,iterative,candidate,hyperparameter_tuning,algorithm_comparison,validation,0.7567,0.7245,0.0322,very_significant,0.0089,0.88,1000,0.0389,random_forest,{"n_estimators": 100, "max_depth": 15},28.7,38.9,768,34.2,187.3,0.7567,0.7345,0.7789,0.7567,0.8123,0.1923,0.1756,0.001,64,75,15,0.9123,0.1987,0.0089,0.0187,0.8723,0.0298,50,0.0189,0.0287,standard_scaler,mutual_info,5,43,dev_test_advanced,training.model.candidate.development,training.model.candidate.development,development,result.significant.p01,performance_actual,candidate,training.data.transformed,treatment_a,0.7245,0.0322,0.0087,0.0557,0.8567,0.01,0.15,0.3789,0.3567,0.3890,0.6934,0.6723,0.5456,0.5489,0.0189,0.0389,0.1967,0.0156,0.5456,0.0834,0.5567,0.7345,0.0389,0.7123,0.1067,0.8789,0.7456,0.6567,245.7,0.8456,0.7123,0.9678,0.9345,0.8567,0.7345,96.8,98.9,0.4,99.4,1.1,0.8789,0.8056,0.9234,0.8567,0.8345,0.7234,0.8678,0.9345,0.8567,0.9234,0.8345,0.7567,0.8678,0.9234,0.8345,0.7567,0.8678,0.7345,0.8567,0.1123,0.0456,0.8345
EXP_DEV_003,development,optimization,advanced,ensemble_integration,feature_importance,testing,0.7923,0.7567,0.0356,highly_significant,0.0003,0.92,1200,0.0298,gradient_boosting,{"n_estimators": 200, "learning_rate": 0.1},45.3,34.7,1024,42.1,234.5,0.7923,0.7789,0.8056,0.7923,0.8456,0.1654,0.1487,0.001,128,100,20,0.9345,0.1756,0.0056,0.0134,0.8956,0.0234,55,0.0156,0.0234,robust_scaler,recursive_feature_elimination,5,44,dev_test_debug,training.model.champion.development,training.model.champion.development,development,result.significant.p001,performance_sla,champion,training.data.transformed,treatment_b,0.7567,0.0356,0.0123,0.0589,0.8789,0.001,0.1,0.4123,0.3890,0.4234,0.7156,0.6934,0.5678,0.5712,0.0156,0.0298,0.1756,0.0123,0.5678,0.0723,0.5789,0.7567,0.0298,0.7345,0.0934,0.8923,0.7567,0.6678,256.9,0.8567,0.7234,0.9789,0.9456,0.8678,0.7456,97.2,99.1,0.3,99.6,1.0,0.8923,0.8234,0.9345,0.8678,0.8456,0.7345,0.8789,0.9456,0.8678,0.9345,0.8456,0.7678,0.8789,0.9345,0.8456,0.7678,0.8789,0.7456,0.8678,0.1012,0.0345,0.8456
EXP_STG_001,staging,deployment,baseline,algorithm_enhancement,performance_monitoring,integration,0.8234,0.7923,0.0311,significant,0.0456,0.85,1500,0.0345,neural_network,{"layers": [128, 64, 32], "dropout": 0.3},67.8,28.4,1536,38.9,287.6,0.8234,0.8023,0.8445,0.8234,0.8723,0.1423,0.1289,0.0005,256,150,25,0.9456,0.1534,0.0034,0.0089,0.9123,0.0189,60,0.0123,0.0189,min_max_scaler,variance_threshold,5,45,quick_treatment_a,training.model.baseline.staging,training.model.baseline.staging,staging,result.significant.p05,performance_target,baseline,training.data.cleaned,treatment_c,0.7923,0.0311,0.0089,0.0533,0.8934,0.05,0.15,0.3567,0.3345,0.3678,0.7234,0.7012,0.5789,0.5823,0.0123,0.0345,0.1534,0.0098,0.5789,0.0612,0.5912,0.7789,0.0345,0.7567,0.0823,0.9045,0.7678,0.6789,267.3,0.8678,0.7345,0.9823,0.9567,0.8789,0.7567,97.8,99.3,0.25,99.7,0.9,0.9045,0.8345,0.9456,0.8789,0.8567,0.7456,0.8901,0.9567,0.8789,0.9456,0.8567,0.7789,0.8901,0.9456,0.8567,0.7789,0.8901,0.7567,0.8789,0.0923,0.0267,0.8567
EXP_STG_002,staging,validation,candidate,hyperparameter_tuning,model_validation,deployment,0.8567,0.8234,0.0333,very_significant,0.0087,0.88,1500,0.0278,ensemble,{"base_models": ["rf", "gbm", "nn"], "meta": "lr"},89.4,22.1,2048,45.7,345.2,0.8567,0.8356,0.8778,0.8567,0.9012,0.1234,0.1123,0.0003,512,200,30,0.9567,0.1323,0.0023,0.0067,0.9345,0.0156,65,0.0098,0.0156,robust_scaler,select_k_best,5,46,quick_treatment_b,training.model.candidate.staging,training.model.candidate.staging,staging,result.significant.p01,performance_actual,candidate,training.data.transformed,treatment_d,0.8234,0.0333,0.0067,0.0599,0.9123,0.01,0.12,0.3890,0.3678,0.3923,0.7456,0.7234,0.5923,0.5956,0.0098,0.0278,0.1323,0.0078,0.5923,0.0534,0.6034,0.8012,0.0278,0.7789,0.0712,0.9156,0.7789,0.6901,278.6,0.8789,0.7456,0.9867,0.9678,0.8901,0.7678,98.2,99.4,0.2,99.8,0.8,0.9156,0.8456,0.9567,0.8901,0.8678,0.7567,0.9012,0.9678,0.8901,0.9567,0.8678,0.7901,0.9012,0.9567,0.8678,0.7901,0.9012,0.7678,0.8901,0.0834,0.0198,0.8678
EXP_STG_003,staging,optimization,champion,ensemble_integration,system_integration,production_readiness,0.8890,0.8567,0.0323,highly_significant,0.0002,0.92,1800,0.0234,stacking_ensemble,{"cv": 5, "passthrough": true},112.7,18.9,2560,52.3,423.8,0.8890,0.8678,0.9102,0.8890,0.9234,0.1045,0.0934,0.0002,1024,250,35,0.9678,0.1123,0.0012,0.0045,0.9567,0.0123,70,0.0078,0.0123,quantile_transformer,principal_component_analysis,5,47,quick_control,training.model.champion.staging,training.model.champion.staging,staging,result.significant.p001,performance_sla,champion,training.data.transformed,control,0.8567,0.0323,0.0045,0.0601,0.9345,0.001,0.1,0.4234,0.4012,0.4267,0.7678,0.7456,0.6045,0.6078,0.0078,0.0234,0.1123,0.0062,0.6045,0.0456,0.6156,0.8234,0.0234,0.8012,0.0623,0.9267,0.7901,0.7012,289.4,0.8901,0.7567,0.9901,0.9789,0.9012,0.7789,98.6,99.5,0.15,99.9,0.7,0.9267,0.8567,0.9678,0.9012,0.8789,0.7678,0.9123,0.9789,0.9012,0.9678,0.8789,0.8012,0.9123,0.9678,0.8789,0.8012,0.9123,0.7789,0.9012,0.0745,0.0134,0.8789
EXP_PROD_001,production,deployment,baseline,algorithm_enhancement,production_monitoring,operational,0.9123,0.8890,0.0233,significant,0.0389,0.85,2000,0.0189,production_optimized,{"high_performance": true, "memory_efficient": true},145.6,15.2,3072,48.9,567.3,0.9123,0.8912,0.9334,0.9123,0.9456,0.0889,0.0823,0.0001,2048,300,40,0.9789,0.0945,0.0008,0.0023,0.9678,0.0089,75,0.0062,0.0089,power_transformer,lasso_feature_selection,5,48,production_baseline,training.model.baseline.production,training.model.baseline.production,production,result.significant.p05,performance_target,baseline,training.data.cleaned,control,0.8890,0.0233,0.0023,0.0443,0.9456,0.05,0.08,0.3567,0.3389,0.3645,0.7890,0.7678,0.6156,0.6189,0.0062,0.0189,0.0945,0.0049,0.6156,0.0378,0.6267,0.8456,0.0189,0.8234,0.0534,0.9378,0.8012,0.7123,301.7,0.9012,0.7678,0.9923,0.9823,0.9123,0.7890,98.9,99.6,0.1,99.95,0.6,0.9378,0.8678,0.9789,0.9123,0.8890,0.7789,0.9234,0.9823,0.9123,0.9789,0.8890,0.8123,0.9234,0.9789,0.8890,0.8123,0.9234,0.7890,0.9123,0.0667,0.0089,0.8890
EXP_PROD_002,production,optimization,candidate,hyperparameter_tuning,performance_optimization,scaling,0.9345,0.9123,0.0222,very_significant,0.0056,0.88,2000,0.0156,production_candidate,{"auto_tune": true, "load_balancing": true},178.9,12.7,3584,55.6,689.4,0.9345,0.9134,0.9556,0.9345,0.9678,0.0723,0.0667,0.00005,4096,400,50,0.9823,0.0823,0.0005,0.0012,0.9789,0.0067,80,0.0049,0.0067,yeo_johnson_transformer,elastic_net_selection,5,49,production_optimized,training.model.candidate.production,training.model.candidate.production,production,result.significant.p01,performance_actual,candidate,training.data.transformed,treatment_a,0.9123,0.0222,0.0012,0.0432,0.9567,0.01,0.06,0.3789,0.3612,0.3867,0.8012,0.7890,0.6267,0.6301,0.0049,0.0156,0.0823,0.0039,0.6267,0.0312,0.6378,0.8678,0.0156,0.8456,0.0445,0.9489,0.8123,0.7234,312.8,0.9123,0.7789,0.9945,0.9867,0.9234,0.7923,99.1,99.7,0.08,99.97,0.5,0.9489,0.8789,0.9823,0.9234,0.8923,0.7890,0.9345,0.9867,0.9234,0.9823,0.8923,0.8234,0.9345,0.9823,0.8923,0.8234,0.9345,0.7923,0.9234,0.0589,0.0067,0.8923
EXP_PROD_003,production,champion,advanced,ensemble_integration,enterprise_monitoring,mission_critical,0.9567,0.9345,0.0222,highly_significant,0.0001,0.95,2500,0.0123,production_champion,{"enterprise_grade": true, "fault_tolerant": true},234.5,9.8,4096,62.3,834.7,0.9567,0.9356,0.9778,0.9567,0.9834,0.0578,0.0534,0.00002,8192,500,60,0.9867,0.0678,0.0003,0.0008,0.9890,0.0045,85,0.0039,0.0045,quantile_uniform_transformer,mutual_info_classif,10,50,production_critical,training.model.champion.production,training.model.champion.production,production,result.significant.p001,performance_sla,champion,training.data.transformed,treatment_b,0.9345,0.0222,0.0008,0.0436,0.9678,0.001,0.05,0.4012,0.3834,0.4090,0.8234,0.8012,0.6378,0.6412,0.0039,0.0123,0.0678,0.0031,0.6378,0.0267,0.6489,0.8890,0.0123,0.8678,0.0378,0.9601,0.8234,0.7345,323.9,0.9234,0.7890,0.9967,0.9901,0.9345,0.8012,99.3,99.8,0.06,99.98,0.4,0.9601,0.8890,0.9867,0.9345,0.8967,0.7923,0.9456,0.9901,0.9345,0.9867,0.8967,0.8345,0.9456,0.9867,0.8967,0.8345,0.9456,0.8012,0.9345,0.0512,0.0045,0.8967
EXP_CROSS_001,development,cross_validation,hybrid,algorithm_enhancement,cross_environment_comparison,multi_stage,0.8345,0.7923,0.0422,significant,0.0234,0.87,1200,0.0334,cross_environment_model,{"multi_env": true, "adaptive": true},89.7,25.6,2048,41.2,456.3,0.8345,0.8134,0.8556,0.8345,0.8789,0.1234,0.1156,0.0008,1024,180,28,0.9234,0.1234,0.0045,0.0089,0.8934,0.0178,62,0.0089,0.0134,robust_scaler,f_classif,7,51,dev_validation,experimental_algorithm_comparison.baseline,experimental_algorithm_comparison.baseline,development,result.significant.p05,performance_target,baseline,training.data.transformed,treatment_c,0.7923,0.0422,0.0089,0.0755,0.8678,0.05,0.18,0.3678,0.3456,0.3789,0.7345,0.7123,0.5789,0.5823,0.0089,0.0334,0.1234,0.0071,0.5789,0.0589,0.5901,0.8123,0.0334,0.7678,0.0712,0.9012,0.7567,0.6789,278.4,0.8567,0.7234,0.9678,0.9345,0.8678,0.7345,96.7,99.2,0.35,99.5,1.3,0.9012,0.8234,0.9234,0.8678,0.8345,0.7234,0.8789,0.9345,0.8678,0.9234,0.8345,0.7678,0.8789,0.9234,0.8345,0.7678,0.8789,0.7345,0.8678,0.1023,0.0456,0.8345
