experiment_id,design_type,factor_a,factor_b,factor_c,interaction_ab,interaction_ac,interaction_bc,interaction_abc,blocking_factor,randomization_scheme,randomization_seed,treatment_group,algorithm,environment,sample_size,expected_effect_size,power_analysis,statistical_significance,confidence_level,design_efficiency,balance_index,orthogonality_score,replication_factor,experimental_condition,model_type,evaluation_metric,performance_threshold,p_value_threshold,effect_size_category,condition_param,purpose,data_quality_score,training_environment,inference_environment,experimental_scenario,optimization_method,hyperparameter_grid_size,cross_validation_folds,holdout_percentage,feature_selection_method,dimensionality_reduction,ensemble_strategy,meta_learner,calibration_method,uncertainty_quantification,explainability_method,drift_detection_method,monitoring_frequency,model_complexity,interpretability_score,computational_cost,memory_requirements,latency_requirements,scalability_factor,deployment_readiness,quality_assurance_level,regulatory_compliance,business_impact_score,stakeholder_alignment,technical_debt_risk,maintenance_complexity,documentation_completeness,reproducibility_score,ethical_considerations,bias_assessment,fairness_metrics,data_governance_score,privacy_compliance,security_assessment,audit_trail_completeness,change_management_score,knowledge_transfer_readiness,production_stability,performance_monitoring,error_handling_robustness,graceful_degradation,disaster_recovery_preparedness,backup_strategy,version_control_integration,ci_cd_pipeline_maturity,testing_coverage,integration_testing_completeness,user_acceptance_criteria,stakeholder_satisfaction,business_value_realization,roi_projection,cost_benefit_analysis,strategic_alignment,competitive_advantage,market_differentiation,customer_impact,operational_efficiency,process_improvement,innovation_score,technology_adoption,future_scalability,organizational_readiness,change_impact_assessment,training_requirements,support_infrastructure,community_engagement,knowledge_sharing,best_practices_adoption,continuous_improvement,lessons_learned_integration,feedback_incorporation,iterative_enhancement,agile_methodology_adoption,devops_integration,monitoring_alerting,observability_maturity,incident_response,problem_resolution,service_level_objectives,availability_targets,reliability_metrics,durability_requirements,consistency_guarantees,data_integrity,transaction_safety,concurrency_handling,race_condition_prevention,deadlock_avoidance,resource_optimization,performance_tuning,capacity_planning,load_balancing,auto_scaling,elasticity,fault_tolerance,error_recovery,circuit_breaker,retry_mechanisms,timeout_handling,bulkhead_pattern,graceful_shutdown,health_checks,readiness_probes,liveness_probes
EXP_001,factorial_2k,high,low,medium,moderate,strong,weak,minimal,block_1,complete_randomization,42,control,logistic_regression,development,1000,0.15,0.8,significant,0.95,0.92,1.0,0.98,3,experiment.control,training.model.baseline,roc_auc,0.75,0.05,small,experimental_conditions.control.condition_id,exploration,0.85,training.model.baseline.development,inference.prediction.batch.development,algorithm_comparison_study,grid_search,25,5,0.2,mutual_info,pca,none,none,platt_scaling,none,shap,ks_test,daily,low,0.9,low,2048,100,1.0,development,bronze,none,0.6,moderate,low,medium,0.7,0.8,moderate,comprehensive,balanced,0.75,compliant,acceptable,complete,0.85,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,0.9,complete,met,satisfied,realized,positive,favorable,aligned,moderate,significant,improved,efficient,moderate,high,ready,assessed,moderate,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,met,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
EXP_002,factorial_2k,high,high,medium,strong,strong,weak,strong,block_1,stratified_randomization,43,treatment_a,random_forest,development,1000,0.18,0.85,very_significant,0.95,0.94,1.0,0.97,3,experiment.treatment.group_a,training.model.candidate,roc_auc,0.82,0.01,medium,experimental_conditions.treatment_groups.group_a.condition_id,exploration,0.88,training.model.candidate.development,inference.prediction.batch.development,algorithm_comparison_study,random_search,50,5,0.2,mutual_info,pca,none,none,platt_scaling,none,shap,ks_test,daily,medium,0.8,medium,4096,150,1.2,development,bronze,none,0.7,moderate,low,medium,0.75,0.82,moderate,comprehensive,balanced,0.78,compliant,acceptable,complete,0.87,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,0.91,complete,met,satisfied,realized,positive,favorable,aligned,moderate,significant,improved,efficient,moderate,high,ready,assessed,moderate,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,met,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
EXP_003,factorial_2k,low,high,medium,weak,strong,strong,moderate,block_1,cluster_randomization,44,treatment_b,gradient_boosting,development,1000,0.22,0.9,very_significant,0.99,0.96,1.0,0.95,3,experiment.treatment.group_b,training.model.candidate,roc_auc,0.84,0.01,medium,experimental_conditions.treatment_groups.group_b.condition_id,exploration,0.9,training.model.candidate.development,inference.prediction.batch.development,hyperparameter_optimization_study,bayesian_optimization,100,5,0.2,mutual_info,pca,none,none,platt_scaling,none,shap,ks_test,daily,medium,0.7,medium,4096,200,1.3,development,bronze,none,0.75,moderate,low,medium,0.78,0.85,moderate,comprehensive,balanced,0.8,compliant,acceptable,complete,0.88,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,0.92,complete,met,satisfied,realized,positive,favorable,aligned,moderate,significant,improved,efficient,moderate,high,ready,assessed,moderate,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,met,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
EXP_004,factorial_2k,low,low,medium,minimal,strong,weak,weak,block_1,systematic_sampling,45,treatment_c,neural_network,development,1000,0.25,0.92,highly_significant,0.99,0.98,1.0,0.93,3,experiment.treatment.group_c,training.model.candidate,roc_auc,0.86,0.001,large,experimental_conditions.treatment_groups.group_c.condition_id,exploration,0.92,training.model.candidate.development,inference.prediction.batch.development,interpretability_study,bayesian_optimization,150,5,0.2,mutual_info,pca,none,none,platt_scaling,monte_carlo_dropout,shap,ks_test,daily,high,0.5,high,8192,300,1.5,development,bronze,none,0.8,moderate,low,medium,0.8,0.88,moderate,comprehensive,balanced,0.82,compliant,acceptable,complete,0.9,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,0.93,complete,met,satisfied,realized,positive,favorable,aligned,moderate,significant,improved,efficient,moderate,high,ready,assessed,moderate,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,met,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
EXP_005,factorial_3k,high,medium,high,strong,very_strong,strong,very_strong,block_2,adaptive_randomization,46,treatment_d,ensemble,development,1000,0.28,0.95,highly_significant,0.99,0.99,1.0,0.94,3,experiment.treatment.group_d,training.model.champion,roc_auc,0.9,0.001,large,experimental_conditions.treatment_groups.group_d.condition_id,exploration,0.95,training.model.champion.development,inference.prediction.realtime.development,deployment_validation_study,bayesian_optimization,200,10,0.15,mutual_info,pca,stacking,logistic_regression,platt_scaling,monte_carlo_dropout,shap,ks_test,daily,high,0.6,high,8192,100,1.8,development,bronze,none,0.85,moderate,low,medium,0.85,0.9,moderate,comprehensive,balanced,0.85,compliant,acceptable,complete,0.92,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,0.94,complete,met,satisfied,realized,positive,favorable,aligned,moderate,significant,improved,efficient,moderate,high,ready,assessed,moderate,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,met,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
EXP_006,factorial_2k,medium,high,low,moderate,weak,strong,moderate,block_2,complete_randomization,47,control,logistic_regression,staging,2000,0.12,0.75,significant,0.95,0.88,0.95,0.96,2,experiment.control,training.model.baseline,roc_auc,0.75,0.05,small,experimental_conditions.control.condition_id,presentation,0.82,training.model.baseline.staging,inference.prediction.realtime.staging,algorithm_comparison_study,grid_search,25,5,0.2,mutual_info,none,none,none,platt_scaling,none,lime,ks_test,hourly,low,0.9,low,2048,50,1.1,staging,silver,moderate,0.65,moderate,medium,medium,0.72,0.8,moderate,comprehensive,balanced,0.76,compliant,acceptable,complete,0.86,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,0.9,complete,met,satisfied,realized,positive,favorable,aligned,moderate,significant,improved,efficient,moderate,high,ready,assessed,moderate,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,met,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
EXP_007,fractional_factorial,medium,medium,low,moderate,weak,moderate,weak,block_2,stratified_randomization,48,treatment_a,random_forest,staging,2000,0.16,0.82,very_significant,0.95,0.91,0.95,0.94,2,experiment.treatment.group_a,training.model.candidate,roc_auc,0.82,0.01,medium,experimental_conditions.treatment_groups.group_a.condition_id,presentation,0.86,training.model.candidate.staging,inference.prediction.realtime.staging,algorithm_comparison_study,random_search,50,5,0.2,mutual_info,none,none,none,platt_scaling,none,lime,ks_test,hourly,medium,0.8,medium,4096,75,1.25,staging,silver,moderate,0.7,moderate,medium,medium,0.75,0.82,moderate,comprehensive,balanced,0.78,compliant,acceptable,complete,0.87,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,0.91,complete,met,satisfied,realized,positive,favorable,aligned,moderate,significant,improved,efficient,moderate,high,ready,assessed,moderate,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,met,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
EXP_008,central_composite,low,medium,high,weak,strong,strong,moderate,block_2,cluster_randomization,49,treatment_b,gradient_boosting,staging,2000,0.2,0.88,very_significant,0.99,0.93,0.95,0.92,2,experiment.treatment.group_b,training.model.candidate,roc_auc,0.84,0.01,medium,experimental_conditions.treatment_groups.group_b.condition_id,presentation,0.88,training.model.candidate.staging,inference.prediction.realtime.staging,hyperparameter_optimization_study,bayesian_optimization,100,5,0.2,mutual_info,none,none,none,platt_scaling,none,lime,ks_test,hourly,medium,0.7,medium,4096,100,1.35,staging,silver,moderate,0.72,moderate,medium,medium,0.77,0.84,moderate,comprehensive,balanced,0.8,compliant,acceptable,complete,0.88,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,0.92,complete,met,satisfied,realized,positive,favorable,aligned,moderate,significant,improved,efficient,moderate,high,ready,assessed,moderate,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,met,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
EXP_009,latin_square,high,low,high,moderate,very_strong,weak,strong,block_3,systematic_sampling,50,treatment_c,neural_network,staging,2000,0.24,0.9,highly_significant,0.99,0.95,0.95,0.91,2,experiment.treatment.group_c,training.model.candidate,roc_auc,0.86,0.001,large,experimental_conditions.treatment_groups.group_c.condition_id,presentation,0.9,training.model.candidate.staging,inference.prediction.realtime.staging,interpretability_study,bayesian_optimization,150,10,0.15,mutual_info,none,none,none,platt_scaling,monte_carlo_dropout,lime,ks_test,hourly,high,0.5,high,8192,150,1.6,staging,silver,moderate,0.78,moderate,medium,medium,0.8,0.87,moderate,comprehensive,balanced,0.82,compliant,acceptable,complete,0.9,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,0.93,complete,met,satisfied,realized,positive,favorable,aligned,moderate,significant,improved,efficient,moderate,high,ready,assessed,moderate,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,met,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
EXP_010,split_plot,medium,low,high,moderate,strong,very_strong,very_strong,block_3,adaptive_randomization,51,treatment_d,ensemble,staging,2000,0.26,0.93,highly_significant,0.99,0.97,0.95,0.89,2,experiment.treatment.group_d,training.model.champion,roc_auc,0.9,0.001,large,experimental_conditions.treatment_groups.group_d.condition_id,presentation,0.93,training.model.champion.staging,inference.prediction.realtime.staging,deployment_validation_study,bayesian_optimization,200,10,0.15,mutual_info,none,stacking,logistic_regression,platt_scaling,monte_carlo_dropout,lime,ks_test,hourly,high,0.6,high,8192,50,1.9,staging,silver,moderate,0.82,moderate,medium,medium,0.82,0.89,moderate,comprehensive,balanced,0.84,compliant,acceptable,complete,0.91,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,0.94,complete,met,satisfied,realized,positive,favorable,aligned,moderate,significant,improved,efficient,moderate,high,ready,assessed,moderate,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,met,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
